instrument_id,test_id,ibp,fbp
d1786860-8805-4192-af2b-a6f12832ac56,e4ec1a51a459e61aceb2dd2d07ed38fee0b9c33f590ec38d0901bae1a08483e9,31.504,137.995
d1786860-8805-4192-af2b-a6f12832ac56,f144b32c90d1bdf0213e1b0c67b8240b5d87b0acc9c6285dff5d5a5248b1e33f,26.636,40.775
d1786860-8805-4192-af2b-a6f12832ac56,f05b1fb4297938a820ae19b719d4553cf1daa043e1bacada3c8ac4517583f032,41.833,148.393
d1786860-8805-4192-af2b-a6f12832ac56,f4ef7ec145448b7b4c8e16e11e99c59f38b3259442a7261ab97bb95a2f5beb51,25.493,165.339
d1786860-8805-4192-af2b-a6f12832ac56,e82a784834c14beb748d771cb8810e851855faf35ee22f93a2e54cafb4e4c68b,35.94,151.588
d1786860-8805-4192-af2b-a6f12832ac56,1ddb3324354992e745eb8edff5311d2c394c7e932e7c4d42f8ea4af214cf36a6,35.946,147.745
d1786860-8805-4192-af2b-a6f12832ac56,e0d8e539475decfa70299d51109f5fa303a5b11b34fa0e9a364f34e0f9b70689,33.592,152.579
d1786860-8805-4192-af2b-a6f12832ac56,0c4b4667edb027e6f68e5bac91f3b1a3b292d59413528351c5fddab2ed21cae7,38.41,150.45
d1786860-8805-4192-af2b-a6f12832ac56,58ff8481deff2d72e055d6eb9aee19603318738baa2276b33e242de531fa4097,56.101,140.141
d1786860-8805-4192-af2b-a6f12832ac56,ccfa1daaa572ed5d2fcd1075d68afbd50fb5a2404906b38bb0f9336afff28a45,28.596,47.4
d1786860-8805-4192-af2b-a6f12832ac56,d62467f29d42b9fcfa2614279cfded9b85ef0eae27ff35a286e88bf2bbabbb6c,22.971,161.681
d1786860-8805-4192-af2b-a6f12832ac56,1db5d29314a0fab316c8d82b5f35dc6698d7c4998bc2c8ea4aa7ee01ce448855,77.178,138.038
d1786860-8805-4192-af2b-a6f12832ac56,a7062f060644156ea514816555a6e18423b0e860c34eb2824fa3b0adbe1bb491,25.766,148.053
0889e4ec-1473-4d57-a5cb-df61853edf03,920e199c997f22b36e3adf62b73cef25f7b0a4d226dd8ec640176a5e964c8cf7,36.947,145.896
d1786860-8805-4192-af2b-a6f12832ac56,6b2ee108683952b16591000711b4bd00f2026943feecd46fc512603e41b39d12,25.141,143.971
731f339c-0327-4a22-9df3-3324da5ac628,0acc6d783c092a198af248873a60976ae02ea89aedeee7fb4941e53064ce5111,40.26,137.145
d1786860-8805-4192-af2b-a6f12832ac56,54d4ebbc8e70b7c4679ea0bfa94310a2648d175e2e785af2354588a8b63e2c52,25.582,157.343
d1786860-8805-4192-af2b-a6f12832ac56,506d8d3889f4f79b251e0c398a9ea57d7b4e57b7a300c26db9f506511929abdf,39.936,152.733
d1786860-8805-4192-af2b-a6f12832ac56,2e20e5363c52279f12f012a633e5de0e0fdff8d6c4336af9c84fd787bee470d5,32.156,134.812
d1786860-8805-4192-af2b-a6f12832ac56,70ec5ffc350dbdb2693de0a5d02e265eee8310ce02de340b19fdb0b279964e3b,35.369,126.473
d1786860-8805-4192-af2b-a6f12832ac56,35680db50f4057e691bd0968f7240dea22b072b6db7a5eafdcfaf45f6aedbc56,40.044,107.726
d1786860-8805-4192-af2b-a6f12832ac56,545436df773207f3ac5a2f060f096b6f3024e2eeddc4312ddf719d2cd8c83d8a,16.782,165.135
d1786860-8805-4192-af2b-a6f12832ac56,a9bb91f29dc5d72dab283a356d086fc18080f4f7bfdb00b4d86b4bdac764f472,27.703,154.016
d1786860-8805-4192-af2b-a6f12832ac56,bbccfa392495e3d7abb4bbb71a66ec4bcfdd59d8ba361e9857fc9b4bc1920410,25.904,30.385
d1786860-8805-4192-af2b-a6f12832ac56,3c8683076f9e857ffebb4123e73e4f0efb418a61420684b6c05f56dfaba1b47f,26.436,69.518
d1786860-8805-4192-af2b-a6f12832ac56,000abb2b91fd814e1ccfec21d24bd66bd8513c58efd30b85f409c1794c5133a7,25.017,150.433
d1786860-8805-4192-af2b-a6f12832ac56,03873d9a533bca345fbe73d2ce208f905290e10d5876455d30bee6ce7b8837c4,35.644,140.008
