product,avg_ibp,std_ibp,avg_fbp,std_fbp,avg_t50,std_t50,avg_test_duration,std_test_duration,merged_product,category
193234-1opt==,38.835,,116.166,,98.799,,33.78333333333333,,193234-1opt==,Heavy Naphtha
193234-9opt<<<,40.932,,117.567,,94.255,,36.48333333333333,,193234-9opt<<<,Heavy Naphtha
193249-6AAAA,34.589,,137.206,,91.147,,34.43333333333333,,193249-6AAAA,Heavy Naphtha
"193250-9opt,,",34.584,,134.793,,65.097,,37.18333333333333,,"193250-9opt,,",Light Naphtha
193260-2opt==,34.147,,123.257,,86.358,,34.06666666666667,,193260-2opt==,Light Naphtha
193433-10opt[],28.337,,75.964,,48.88,,38.11666666666667,,193433-10opt[],Light Naphtha
193462-7sss,30.04,,73.44,,49.19,,31.066666666666663,,193462-7sss,Light Naphtha
193477-13opt==,27.937,,73.961,,48.099,,35.666666666666664,,193477-13opt==,Light Naphtha
193505-9 oppppp,27.631,,75.034,,48.289,,35.93333333333333,,193505-9 oppppp,Light Naphtha
193566-6 so,28.782,,69.271,,46.918,,32.13333333333333,,193566-6 so,Light Naphtha
193640-14AAA,124.901,,126.486,,136.87,,38.55,,193640-14AAA,Heavy Naphtha
193728-7x,211.61,,338.08,,284.59,,38.3,,193728-7x,Diesel
193776-15x,51.167,,111.583,,78.47,,34.21666666666667,,193776-15x,Light Naphtha
193776-15xx,51.35,,128.085,,78.93,,32.63333333333333,,193776-15xx,Light Naphtha
193888-3opt1,42.935,,105.43,,84.38,,36.06666666666667,,193888-3opt1,Light Naphtha
193894-1414,33.01,,146.438,,92.92,,34.3,,193894-1414,Heavy Naphtha
193961-20opt<<,36.829,,158.843,,101.7,,36.03333333333333,,193961-20opt<<,Heavy Naphtha
193961-7AAA,37.979,,165.01,,95.13,,33.483333333333334,,193961-7AAA,Heavy Naphtha
194095-11spk,33.825,,145.148,,66.257,,34.916666666666664,,194095-11spk,Light Naphtha
194100-6 ez,28.459,,134.839,,90.734,,35.083333333333336,,194100-6 ez,Heavy Naphtha
194126-116opt==,28.776,,86.238,,50.298,,34.06666666666667,,194126-116opt==,Light Naphtha
194130-19opt==,27.832,,72.498,,47.426,,37.0,,194130-19opt==,Light Naphtha
194133-18AAA,27.117,,75.492,,48.469,,32.516666666666666,,194133-18AAA,Light Naphtha
194155-53AAA,36.247,,147.588,,83.603,,33.516666666666666,,194155-53AAA,Light Naphtha
194188-1AAA,31.203,,150.604,,89.599,,33.11666666666667,,194188-1AAA,Light Naphtha
194211-146AAA,23.421,,125.844,,61.61,,34.05,,194211-146AAA,Light Naphtha
194234-888,31.854,,98.163,,53.351,,35.833333333333336,,194234-888,Light Naphtha
194252-1AAA,64.936,,115.457,,105.228,,71.88333333333334,,194252-1AAA,Heavy Naphtha
194313-125AAA,40.993,,124.352,,85.14,,34.3,,194313-125AAA,Light Naphtha
194318-2AAA,31.999,,134.072,,93.693,,33.483333333333334,,194318-2AAA,Heavy Naphtha
194364-111,30.448,,137.327,,65.845,,32.93333333333333,,194364-111,Light Naphtha
194373-19 opppppp,64.769,,122.588,,97.51,,35.9,,194373-19 opppppp,Heavy Naphtha
194396-6opty<<,27.859,,76.097,,48.86,,34.8,,194396-6opty<<,Light Naphtha
194397-7optt==,28.792,,135.459,,66.53,,35.15,,194397-7optt==,Light Naphtha
194463-19opt;;;,39.394,,172.072,,120.58,,37.0,,194463-19opt;;;,Heavy Naphtha
194504-16opt;;,27.737,,78.775,,49.22,,36.66666666666666,,194504-16opt;;,Light Naphtha
194546-6AAA,29.533,,136.611,,93.29,,34.68333333333333,,194546-6AAA,Heavy Naphtha
194570-17AAA,84.635,,147.16,,128.0,,34.8,,194570-17AAA,Heavy Naphtha
194620-144,36.101,,149.143,,104.13,,35.583333333333336,,194620-144,Heavy Naphtha
194668-16optttt,36.456,,147.525,,100.82,,35.15,,194668-16optttt,Heavy Naphtha
194701-6 opppppp,34.104,,139.758,,90.95,,35.8,,194701-6 opppppp,Heavy Naphtha
194746-7opt==,27.74,,73.44,,48.44,,33.233333333333334,,194746-7opt==,Light Naphtha
194762-13opt1111,30.506,,76.836,,50.66,,34.06666666666667,,194762-13opt1111,Light Naphtha
194773-6b,38.469,,172.108,,118.33,,35.56666666666667,,194773-6b,Heavy Naphtha
194796-1 oppppp,24.512,,32.933,,37.46,,36.38333333333333,,194796-1 oppppp,Light Naphtha
194806-4opttt,31.843,,106.079,,60.26,,36.55,,194806-4opttt,Light Naphtha
194819-6.10%aaa,25.253,,69.549,,45.49,,31.1,,194819-6.10%aaa,Light Naphtha
2002-1 optimize,35.542,0.0,158.386,0.0,90.77075,0.0005,70.71666666666667,0.0,2002-1 optimize,Heavy Naphtha
2043-1opt,61.719,0.0,151.425,0.0,107.49,0.0,29.816666666666663,0.0,2043-1opt,Heavy Naphtha
2198-1wwrtv,27.717,0.0,159.04,0.0,112.0305,0.0007071067811899,32.9,0.0,2198-1wwrtv,Heavy Naphtha
2275-1a,26.352,,154.323,,92.641,,33.03333333333333,,2275-1a,Heavy Naphtha
2290-1a,25.116,,165.515,,91.742,,33.8,,2290-1a,Heavy Naphtha
2297-1,27.639,0.0,142.034,0.0,93.269,0.0,35.05,0.0,2297-1,Heavy Naphtha
240 CUT,27.218,,74.788,,47.005,,29.73333333333333,,240 CUT,Light Naphtha
2469-1zzzxxy,37.918,,139.604,,88.254,,36.016666666666666,,2469-1zzzxxy,Light Naphtha
280 cut,53.434875000000005,10.646900721906958,121.290875,6.91094629529333,121.369375,9.808833685400993,18.414583333333333,3.065611069617071,280 cut,Heavy Naphtha
330F cut,63.025,,153.384,,164.484,,16.95,,330F cut,Reformulated Gasoline
350 F Cut,55.128,,156.033,,108.323,,29.166666666666668,,350 F Cut,Heavy Naphtha
350 cut,55.60185714285715,8.435581019873922,147.49257142857144,5.850878733351169,147.441,22.771596050050302,19.264285714285712,3.036711009729729,350 cut,Heavy Naphtha
400 cut,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384,400 cut,Heavy Naphtha
400F CUT,68.084,,186.601,,173.97,,23.15,,400F CUT,Reformulated Gasoline
41891-3optt,48.636,,113.758,,85.053,,37.0,,41891-3optt,Light Naphtha
450 cut,55.71625362318841,5.789741963239745,200.91911594202895,13.88975951301983,194.0749347826087,26.16890159277531,20.297101449275363,1.5443969222255916,450 cut,Reformulated Gasoline
4607-14tgggggg,32.972,,148.434,,66.285,,35.35,,4607-14tgggggg,Light Naphtha
4663-4eeeee,184.914,,339.638,,277.595,,41.61666666666667,,4663-4eeeee,Diesel
4678-13,31.892,0.0,145.968,0.0,64.44149999999999,0.0009999999999984,36.88333333333333,0.0,4678-13,Light Naphtha
60-40 MeOH Blend,69.569,,88.428,,89.046,,26.0,,60-40 MeOH Blend,Light Naphtha
650°F cut,69.21549999999999,0.0445477272147592,266.127,14.98076426621822,277.227,14.98076426621816,2187.241666666667,126.8196012058074,650°F cut,Diesel
85722-4a,62.201,,166.294,,129.428,,32.516666666666666,,85722-4a,Heavy Naphtha
85722-4azz,61.423,,150.709,,128.197,,32.1,,85722-4azz,Heavy Naphtha
ATK,157.038,,224.821,,195.81,,39.21666666666667,,ATK,Reformulated Gasoline
AUTO G1+G2 EVAP,37.6285249102334,16.709326981923272,134.46203388689406,28.89591741106578,85.40456014362657,22.220526094704656,33.38425344105326,2.304093777795415,AUTO G1+G2,Light Naphtha
AUTO G1+G2 GAS EVAP,38.87498450491308,16.646921752010574,134.34420294784582,27.66407858408881,86.63439058956916,20.96231411668032,33.97307256235828,4.220781160730716,AUTO G1+G2,Light Naphtha
AUTO G1+G2 Gasoline,49.96374731182796,24.43012052067964,143.04784296594983,25.22650747771864,107.66567764336918,20.625350146304395,35.25514112903226,4.48400198726418,AUTO G1+G2,Heavy Naphtha
AUTO G2 High Boil.,64.91745296167248,28.95904461233208,147.63526480836236,29.20501907424412,116.64736933797909,20.54139738044948,33.63765969802555,3.913917649643217,AUTO G2 High Boil.,Heavy Naphtha
AUTO G3,151.7862092686459,21.80472275871526,228.7863881245474,17.643101286091365,194.9430115858074,14.59405417229646,40.43580738595221,3.006564897306146,AUTO G3,Reformulated Gasoline
AUTO G4,199.544880839895,32.94820070039853,313.7239681539807,39.810770500536414,266.8229431321085,36.6001774347892,38.02864683581219,5.693761076391692,AUTO G4,Jet Fuel / Kerosene
AUTO G4 OPT,199.534,,330.467,,273.468,,37.65,,AUTO G4 OPT,Diesel
BUCKEYE KERO,150.23815384615384,1.773931737044106,241.2006153846154,5.450737251945241,198.2222307692308,0.9054953666222476,39.59487179487179,0.9603332903164566,BUCKEYE KERO,Reformulated Gasoline
Buckeye Gasoil,215.3401,5.771538770462113,341.0517,4.576886761935347,296.8481,3.077708920609618,35.02,2.4068165866703195,Buckeye Gasoil,Diesel
CAC 3228-2 VVV,81.148,,305.22,,246.386,,36.266666666666666,,CAC 3228-2 VVV,Jet Fuel / Kerosene
CAMIN 10% RESIDUE,175.6665,46.57234181050257,299.859375,16.510472052934002,256.657875,31.314107594033626,33.71458333333333,4.338114921417893,10% Residue,Jet Fuel / Kerosene
CAMIN GAS DQC,42.4220625,0.543279114114773,151.8465,0.8127221747518294,102.9741875,0.4905890634397258,36.60729166666667,4.320926549942731,CAMIN GAS DQC,Heavy Naphtha
CBOBRR,29.372,1.4184061477588126,148.066,11.11892643198973,73.97333333333334,11.679950056970842,33.45555555555556,0.5302864355267882,CBOBRR,Light Naphtha
CM,204.4095,0.9903125769170038,333.21375,16.490614388695988,249.5955,3.3543617872853235,52.74166666666667,2.5134637455113595,CM,Jet Fuel / Kerosene
CRUDE INV,59.78345059288537,5.025328566464311,362.6129446640316,32.80337473584723,212.088976284585,23.734854880154103,31.39018445322793,3.4585567992141586,CRUDE INV,Reformulated Gasoline
Camin 10% Residue,170.05016666666668,39.37370665181964,312.07483333333334,61.17649185873479,253.90814583333332,42.12268097536943,48.34201388888889,61.146730957040255,10% Residue,Jet Fuel / Kerosene
Camin Diesel,189.906,,307.83,,256.981,,36.46666666666667,,Camin Diesel,Jet Fuel / Kerosene
Camin Gas RVP +9.5..,40.496,,146.099,,97.138,,32.88333333333333,,Camin Gas RVP +9.5..,Heavy Naphtha
Camin Gas RVP -9.5,114.939,,133.917,,133.11,,35.46666666666667,,Camin Gas RVP -9.5,Heavy Naphtha
Camin High Aro light,25.474,,39.697,,39.695,,25.03333333333333,,Camin High Aro light,Light Naphtha
Camin Reformate,68.4805,12.99326780811253,148.9985,12.277353474317383,129.166,0.9907330619294026,33.43333333333334,0.5581052602166365,Camin Reformate,Heavy Naphtha
Condensate,49.197,,149.178,,114.94,,30.566666666666663,,Condensate,Heavy Naphtha
D 850 IBP<110C,99.707,0.0,118.97,0.0,111.464,0.0022360679775033,31.15,0.0,D850 Toluene,Heavy Naphtha
D 850 IBP<110C TOL,102.76488,7.142095195155733,115.27544,11.806967967687546,115.39436,8.734586266103284,29.106666666666666,1.628010032729119,D850 Toluene,Heavy Naphtha
D-850 TOLUENE,128.71550000000002,41.31695633151116,128.8715,41.387667009629816,139.80849999999998,41.30705683657456,29.94166666666667,7.436406315478525,D850 Toluene,Heavy Naphtha
D1078,65.237,,145.687,,130.328,,27.53333333333333,,D1078,Heavy Naphtha
D850,76.589,33.50554771974337,81.2895,37.84223360876047,87.94200000000001,33.710608686287465,27.03333333333333,1.9798989873223325,D850,Light Naphtha
D850 BENZENE,66.2815,0.0388908729652599,84.44200000000001,4.289309734677595,80.4345,0.1760695885154469,25.066666666666663,1.2727922061357837,D850 BENZENE,Light Naphtha
D850 M-XYLENE,127.9665,0.106773123959171,128.563,0.8046875169903048,139.247,0.2078893936688428,24.425,0.7424621202458742,D850 Mixed Xylene,Heavy Naphtha
D850 MIXED XYLENE,127.7922222222222,0.4377475807408246,128.079,0.8342989572089917,138.969,0.5541391973141869,31.829629629629625,0.3901368863917582,D850 Mixed Xylene,Heavy Naphtha
D850 Toluene,99.375,,99.645,,110.6,,26.53333333333333,,D850 Toluene,Heavy Naphtha
D850-tol,99.22385714285714,0.6032620847170328,102.31957142857142,4.335173578114367,110.87628571428571,0.3834569572914806,28.152380952380952,0.911979357883911,D850 Toluene,Heavy Naphtha
D850-xylene,127.97833333333334,0.6749224646826708,129.03300000000002,0.5352036995387931,139.27666666666667,0.5998744313048685,27.272222222222226,0.1347150628109134,D850-xylene,Heavy Naphtha
DIESEL,216.6374257425743,19.27564681007956,321.7220099009901,11.266987496660366,277.94060396039606,15.348227531594144,39.47970297029703,4.531425213599651,Diesel,Diesel
DIESEL PARA RC,193.80180597014925,16.909522421359522,332.0004328358209,18.57741675772472,276.100604477612,11.34041019004499,34.31281094527363,4.865202132342601,DIESEL PARA RC,Diesel
DIESEL PESADO,215.85111111111112,71.06823875586836,362.9402222222223,11.352936060528306,327.947,9.2717651771386,39.77407407407408,1.4902719529760884,DIESEL PESADO,Diesel
DIESEL QC,186.293,1.7889996739332663,306.81330769230766,1.8775811293885216,255.978,0.6047378219801817,38.88589743589744,2.299102543846732,DIESEL QC,Jet Fuel / Kerosene
DIESEL_9%,195.14916666666667,14.28686628004103,328.8450925925925,20.289921884659996,271.9215555555555,21.73570921853493,31.77685185185185,1.409299812270807,DIESEL_9%,Diesel
DMA,196.3628888888889,14.25435786386434,334.44377777777777,11.055373973522771,278.50666666666666,9.3462040556581,35.90740740740741,0.6968237019540425,DMA,Diesel
DQC 24585A,36.436,,144.283,,83.069,,33.25,,DQC 24585A,Light Naphtha
DQC1,40.816500000000005,1.2612189209913802,151.2996,0.9683103496985488,98.5277,2.1732001518498016,36.395,0.8960837290023265,DQC1,Heavy Naphtha
Diesel,222.9145762711865,11.157788373433316,324.1540847457627,6.699631395645732,285.9443559322034,5.139232744166614,38.87768361581921,1.59957073435048,Diesel,Diesel
Diesel & Jet G4,161.081,,238.194,,207.045,,33.6,,Diesel & Jet G4,Reformulated Gasoline
G1,27.725,,63.779,,45.326,,35.5,,G1,Light Naphtha
G1 & G2 EVAP,42.84713461538461,20.64203139421028,141.0823653846154,31.93279709691126,89.86167307692307,29.875106802481117,38.04583333333333,8.720781827071542,G1 & G2 EVAP,Light Naphtha
G1&G2 EVAP,41.060253333333335,18.26996050435627,132.78785523809523,30.75047093355633,85.60439238095238,23.77970296062089,34.60733333333333,4.249410311831942,AUTO G1+G2,Light Naphtha
G1+G2 EVAP,36.98123666978485,16.454651054900634,134.58139039600871,29.418958012955997,84.93944621141253,21.910702481771075,33.53362436337179,2.655511162739054,G1+G2 EVAP,Light Naphtha
G3 HIGH BOIL,56.749,,291.546,,187.28,,29.716666666666665,,G3 HIGH BOIL,Reformulated Gasoline
G4 HIGH,197.57348,41.7223082032348,323.12366000000003,35.03268929222115,271.83948,36.9512952009832,36.50966666666667,3.5904352814392952,G4 HIGH,Diesel
G4 HIGH #2,56.74475,11.348142678429804,324.11575,29.949362501562558,209.283,57.944221092357445,27.066666666666663,0.9768619448311304,G4 HIGH #2,Reformulated Gasoline
G4 HIGH BOIL,171.9223,46.74454311985743,293.07135,53.84978458958529,235.54465,57.35638007486269,34.44583333333333,3.5992440523723896,G4 HIGH BOIL,Jet Fuel / Kerosene
G4 MOD-D1655,149.5555,1.3787061357285808,230.7839583333333,2.2873784591929063,192.43470833333333,1.4722780183802886,34.37986111111111,1.0769990868200736,G4 MOD-D1655,Reformulated Gasoline
GAS EVAP HIGH EP,39.181,,269.792,,163.35,,27.48333333333333,,GAS EVAP HIGH EP,Reformulated Gasoline
GAS OIL OPT,210.0885,24.146123071077795,331.95925,32.9525444296243,287.67525,30.461216671591384,37.44166666666667,1.5996132739704996,GAS OIL OPT,Diesel
GAS QC1,45.58,,138.731,,105.023,,37.61666666666667,,Gas QC1,Heavy Naphtha
GAS QCB,39.757,,151.143,,95.668,,35.1,,GAS QCB,Heavy Naphtha
GASOLINE,40.024,0.5345727265770301,154.027,3.426639461630002,89.83699999999999,0.3507249634685291,33.858333333333334,1.590990257669732,GASOLINE,Light Naphtha
GASOLINE G1+G2 TEST,30.921,,147.205,,71.73,,32.45,,GASOLINE G1+G2 TEST,Light Naphtha
Gas Handblend,34.69906666666667,4.102103440686889,137.82906666666668,14.400686077240836,83.31426666666667,15.209891849275806,36.65222222222222,1.2577989509687948,Gas Handblend,Light Naphtha
Gas Oil OPT,210.0187411764706,14.134911056496607,338.71382352941174,9.376535005986357,295.8879176470588,7.223677116017207,34.815098039215684,3.018821715032571,Gas Oil OPT,Diesel
Gasoil,221.756,,337.267,,295.89,,41.1,,Gasoil,Diesel
Gasoil OPT,216.84475,11.525722345560665,339.575875,3.6782916085608046,296.10812500000003,5.04159862769995,38.66319444444444,1.2849460896477836,Gasoil Opt,Diesel
Gasoil opt,205.09374736842105,14.11304811307187,336.82972631578946,15.71625945931109,291.72852631578945,16.39318902344333,37.39736842105263,1.6830828333195191,Gasoil Opt,Diesel
HEXADECAN CAL 2,265.9499090909091,0.4774018128464697,266.92318181818183,0.5152261286429107,277.92345454545455,0.558303208594825,38.2560606060606,2.7152375865686524,HEXADECAN CAL 2,Diesel
Heavy Naphtha,79.3669512195122,14.786818000847369,139.19935365853658,10.923769253354903,120.98828048780489,6.144190955740405,35.080081300813006,3.155182162555008,Heavy Naphtha,Heavy Naphtha
JET A1,41.807,,192.254,,122.706,,28.5,,JET A1,Heavy Naphtha
JET D1655-DEFSTAN91,154.86843478260872,9.578553049894548,243.1105652173913,8.40991614824746,197.8219565217391,5.930350146632159,35.073913043478264,7.398277894907484,JET D1655-DEFSTAN91,Reformulated Gasoline
JUNE ACCX,40.892,,148.282,,101.682,,36.68333333333333,,JUNE ACCX,Heavy Naphtha
KM Diesel,221.024,,341.298,,306.388,,38.45,,KM Diesel,Diesel
LPO 15521-31oppttt,66.664,0.0,354.223,0.0,264.42,0.0,30.5,0.0,LPO 15521-31oppttt,Jet Fuel / Kerosene
MEG D1078,186.3092,0.3007552160811329,186.24,0.2130586773637789,197.3092,0.2408551431877564,37.99666666666667,0.6680610417885154,MEG D1078,Reformulated Gasoline
Magellan 124 HVN New,86.73061052631579,6.576780437354179,129.2276947368421,6.727248792836233,117.08152631578947,5.836277810170758,34.97526315789474,6.870228566969145,Magellan 124 HVN New,Heavy Naphtha
Magellan 125 LVN New,30.73896103896104,2.0067985989837447,84.4676103896104,8.814862954058786,64.27676623376622,7.002710151859071,35.66450216450216,2.320111900295525,Magellan 125 LVN New,Light Naphtha
Magellan Gasoil New,205.80193333333327,12.866090068008033,339.468,3.4221649789069475,296.4012,3.1263560532077483,36.60222222222222,1.207711115112441,Magellan Gasoil New,Diesel
Magellan Kero New,151.06088095238096,1.4998558662846018,235.26838095238097,11.153227248041606,197.83883333333333,5.89801911730796,36.354365079365074,2.0021501298851314,Magellan Kero New,Reformulated Gasoline
Methanol D1078,53.292,0.038183766184075,53.391000000000005,0.0622253967444193,64.392,0.0353553390593203,32.88333333333333,0.6835365551469973,Methanol D1078,Light Naphtha
Mixed Naphtha HB,48.17425925925926,3.6561392642300223,126.14435802469134,6.111736539864588,103.29906172839506,3.493010833599282,36.23539094650206,1.1649403379931866,Naphtha HB,Heavy Naphtha
Mixed Xylenes,127.275,,129.259,,139.288,,32.016666666666666,,Mixed Xylenes,Heavy Naphtha
Monthly ACCX,41.007,,153.998,,103.136,,35.8,,Monthly ACCX,Heavy Naphtha
Mtbe 13020,41.905,,44.449,,54.779,,37.333333333333336,,MTBE,Light Naphtha
NAFTA BRASKEM,43.5865,12.705433258168636,137.8232,19.33644468527414,101.6177,16.709666470838567,33.82833333333333,1.253761008592415,NAFTA BRASKEM,Heavy Naphtha
NAPH,26.044,0.0,88.563,0.0,48.445,0.0,34.21666666666667,0.0,NAPH,Light Naphtha
NAPHTHA,31.079700000000003,3.887351284758185,95.2993,41.60523700222258,63.1879,21.384768345977264,35.75333333333333,1.7261210349105014,Naphtha,Light Naphtha
NP 2400,93.435,,135.956,,124.766,,35.43333333333333,,NP 2400,Heavy Naphtha
Naphtha,32.452255102040816,7.06794762894817,88.0890612244898,17.917002788730944,64.13077891156463,14.973435427236302,35.2734126984127,2.241152248077889,Naphtha,Light Naphtha
Naphtha-Crude HB,46.788,,305.053,,122.102,,31.03333333333333,,Naphtha HB,Heavy Naphtha
Naphtha-CrudeHB -new,52.4738,0.5561238171486629,161.2676,9.59933970645898,112.0418,0.8671350529185232,31.706666666666667,2.827484158517367,Naphtha HB,Heavy Naphtha
P2 SLATE,47.6298275862069,13.930642568168524,99.6643448275862,26.51271053297679,76.08155172413792,18.409334671352784,35.73505747126437,6.997705611551844,P2 SLATE,Light Naphtha
PARAXYLENE,125.792,,126.79,,137.215,,42.23333333333333,,PARAXYLENE,Heavy Naphtha
PSEUDOCUMENE,158.156,,158.091,,169.131,,28.58333333333333,,PSEUDOCUMENE,Reformulated Gasoline
QC sample,187.709,4.750120676829639,298.6209,27.33846562161901,259.5029,6.357795118330486,32.24166666666666,8.680474221841187,QC sample,Jet Fuel / Kerosene
QC44,45.796,0.0862670273047587,112.531,27.46827002197263,104.58,0.5260874452027912,23.8,4.431202495435697,QC44,Heavy Naphtha
QC444,39.939,,152.008,,94.367,,35.61666666666667,,QC444,Heavy Naphtha
QCAA,45.958,,153.73,,106.636,,36.23333333333333,,QCAA,Heavy Naphtha
RFG 2388X,43.894,,171.409,,106.262,,36.93333333333333,,RFG Series,Heavy Naphtha
RFG 2395X,48.214,,153.839,,103.977,,36.75,,RFG Series,Heavy Naphtha
RFG 2406X,56.082,,95.227,,82.898,,35.7,,RFG Series,Light Naphtha
RFG 2407X,41.745,,111.553,,98.171,,36.36666666666667,,RFG Series,Heavy Naphtha
RFG 2416X,38.724,,144.606,,92.741,,36.21666666666667,,RFG Series,Heavy Naphtha
RFG 2422X,49.884,,149.983,,106.953,,35.13333333333333,,RFG Series,Heavy Naphtha
RFG 2428X,49.065,,155.753,,108.078,,34.71666666666667,,RFG Series,Heavy Naphtha
RFG-1343-1CCC,51.785,,161.997,,104.032,,35.31666666666667,,RFG Series,Heavy Naphtha
RFG-2344-1 CCC,45.1045,4.953283002211765,151.3075,1.866054795551306,105.951,6.178699054008052,35.666666666666664,0.8013876853447485,RFG Series,Heavy Naphtha
RFG-2380-1CCC,37.27528571428572,3.081918488771008,148.82385714285715,13.864204333805946,92.06185714285714,12.3339245231539,40.01428571428572,13.261778233131553,RFG Series,Heavy Naphtha
RFG-2384x,40.4245,0.2269812767608803,134.5655,1.9608071042302837,98.2465,0.979342891943362,35.30833333333334,0.9310239285622874,RFG Series,Heavy Naphtha
RFG-2386-1CCC,49.671,,163.474,,106.491,,43.31666666666667,,RFG Series,Heavy Naphtha
RFG-2393-1CCC,37.678,,153.047,,94.214,,37.81666666666667,,RFG Series,Heavy Naphtha
RFG-2411-1CCC,40.395,18.188200625680373,107.111,41.65848890682427,73.928,36.45701142441602,35.04166666666667,3.50017856687341,RFG Series,Light Naphtha
RFG-2554A,44.443,,163.274,,104.879,,36.46666666666667,,RFG Series,Heavy Naphtha
RFG2470-1CCC,33.933,,146.442,,119.366,,36.66666666666666,,RFG Series,Heavy Naphtha
RFG2477-1CCC,40.0759,6.380218307828938,140.153,18.562340674961582,91.1764,17.4528705642749,36.83833333333333,1.4361094992468932,RFG Series,Heavy Naphtha
RFG2478-1ccc,42.137,,133.905,,91.469,,35.85,,RFG Series,Heavy Naphtha
RFG2489-1CCC,41.904,7.635748110041346,152.8885,7.411470319713885,94.71916666666668,13.537865495219942,41.16666666666666,14.860267681154186,RFG Series,Heavy Naphtha
RFG2502-1X,45.0632,4.402096284726176,146.0352,19.46531347551331,97.1576,7.828598520808176,37.46,1.2889810790784382,RFG Series,Heavy Naphtha
RFG2516-1CCC,44.12733333333333,5.902375228103797,161.03666666666666,8.161286193568598,106.364,6.194284704467504,46.73888888888889,20.42355212693133,RFG Series,Heavy Naphtha
RFG2551-1XXX,59.98766666666666,8.549386079323668,135.31233333333333,20.361968601619377,101.401,8.630813576946267,37.48888888888889,2.4099523585271103,RFG Series,Heavy Naphtha
RFG2562-1AXXX,40.75671428571429,5.5878224653940025,140.66400000000002,9.309251957058637,94.88142857142856,8.253985801965475,35.345238095238095,1.1451069125936826,RFG Series,Heavy Naphtha
Reformate,117.943,,156.374,,159.839,,36.13333333333333,,Reformate,Heavy Naphtha
TOLUENE   CAL 1,97.93653846153846,0.3376002605115063,98.19407692307692,0.2743247654206193,109.25269230769231,0.2725005763343711,33.91538461538461,4.292189620449186,TOLUENE   CAL 1,Heavy Naphtha
TOLUENE DD850,109.09133333333334,16.604239107328393,109.54266666666668,17.325129215487348,120.27766666666666,16.762210365382412,29.45,2.690931272089851,D850 Toluene,Heavy Naphtha
TOLUENE QC,88.61070588235295,21.38193946349555,111.5269411764706,31.937781122971327,108.102,3.723223217186956,35.36078431372549,4.348027734472097,TOLUENE QC,Heavy Naphtha
TRANS,49.672875,8.61878097839662,273.04200000000003,58.28578885849572,172.5275,30.7119296086344,34.16458333333333,1.4445144595363275,Transmix,Reformulated Gasoline
TRANS 53.9,48.115142857142864,10.121724892997433,276.40214285714285,48.43230402127822,164.48385714285715,37.20299815619064,38.47619047619048,2.112788598363704,Transmix 53.9,Reformulated Gasoline
TRANS HEAVY,48.523,2.310824960917635,307.879,5.515432893255059,181.4675,17.05470845543835,29.03333333333333,0.0,TRANS HEAVY,Reformulated Gasoline
TRANSMIX?,45.674,0.0,301.47,0.0,163.933,0.0051961524226986,34.11666666666667,0.0,Transmix,Reformulated Gasoline
Toluene for QC,98.82516666666668,3.774129166664365,103.73383333333334,14.830436600675876,111.82366666666668,7.590634431104338,38.73888888888889,1.3962515957084969,Toluene for QC,Heavy Naphtha
Transmix,57.0175,18.5863017434884,292.656,26.21951944639721,200.1925,5.062177446514488,34.391666666666666,2.604509977370445,Transmix,Reformulated Gasoline
WEEK QCB,40.97966666666667,0.7615250050611179,152.80966666666666,0.8943155669747341,100.666,0.4884383277344173,36.92777777777778,0.9430054396763884,WEEK QCB,Heavy Naphtha
WEEK QCBBBBB,41.969,,152.743,,102.235,,35.86666666666667,,WEEK QCBBBBB,Heavy Naphtha
WQC,40.985,0.0,150.766,0.0,100.9445,0.0063639610306841,36.53333333333333,0.0,WQC,Heavy Naphtha
WQC-#11 34919x,42.862,,148.698,,99.643,,36.48333333333333,,WQC-#11 34919x,Heavy Naphtha
camin gas qc opti,43.299,2.8232428163372707,149.65066666666667,0.4890156780036014,105.46433333333331,2.553620240625716,37.63333333333333,0.4330127018922193,camin gas qc opti,Heavy Naphtha
crude,61.859,0.0,350.9,0.0,239.84100000000004,0.0,33.733333333333334,0.0,crude,Jet Fuel / Kerosene
crude opt,58.75600000000001,0.0,354.219,0.0,244.037,0.0,34.65,0.0,crude opt,Jet Fuel / Kerosene
dqc,39.8725,0.0827314933988216,152.311,1.7833233021524666,98.706,0.2107178207935924,35.891666666666666,0.2003469213361871,dqc,Heavy Naphtha
dqc run,41.25333333333334,1.1572962743682635,151.0426666666667,1.8400033333303147,100.27883333333334,2.294778108372716,36.93611111111111,1.2656318872697814,dqc run,Heavy Naphtha
gas qc,42.272,0.0,153.56,0.0,102.704,0.0,33.983333333333334,0.0,Gas QC,Heavy Naphtha
gas qc1,41.20941666666666,1.359312223036696,149.4785,1.739951749592246,97.73183333333331,1.5167711419227663,35.66111111111111,0.9969735347321048,Gas QC1,Heavy Naphtha
mtbe 1-9,42.839,0.0,44.699,0.0,54.949,0.0,36.7,0.0,MTBE,Light Naphtha
naptha,27.617,,79.594,,47.211,,29.08333333333333,,Naphtha,Light Naphtha
natural gas 210,25.932,3.1395541084682708,57.6115,34.684294723981345,42.63,8.498009296299928,35.11666666666667,0.9899494936611706,natural gas 210,Light Naphtha
