product,avg_ibp,std_ibp,avg_fbp,std_fbp,avg_t50,std_t50,avg_test_duration,std_test_duration
RFG 2388X,43.894,,171.409,,106.262,,36.93333333333333,
RFG 2395X,48.214,,153.839,,103.977,,36.75,
RFG 2406X,56.082,,95.227,,82.898,,35.7,
RFG 2407X,41.745,,111.553,,98.171,,36.36666666666667,
RFG 2416X,38.724,,144.606,,92.741,,36.21666666666667,
RFG 2422X,49.884,,149.983,,106.953,,35.13333333333333,
RFG 2428X,49.065,,155.753,,108.078,,34.71666666666667,
RFG-1343-1CCC,51.785,,161.997,,104.032,,35.31666666666667,
RFG-2344-1 CCC,45.1045,4.953283002211765,151.3075,1.866054795551306,105.951,6.178699054008052,35.666666666666664,0.8013876853447485
RFG-2380-1CCC,37.275285714285715,3.0819184887710076,148.82385714285715,13.864204333805946,92.06185714285714,12.3339245231539,40.01428571428572,13.261778233131553
RFG-2384x,40.4245,0.2269812767608803,134.5655,1.9608071042302835,98.2465,0.9793428919433619,35.30833333333334,0.9310239285622874
RFG-2386-1CCC,49.671,,163.474,,106.491,,43.31666666666667,
RFG-2393-1CCC,37.678,,153.047,,94.214,,37.81666666666667,
RFG-2411-1CCC,40.394999999999996,18.188200625680373,107.111,41.65848890682427,73.928,36.45701142441602,35.04166666666667,3.50017856687341
RFG-2554A,44.443,,163.274,,104.879,,36.46666666666667,
RFG2470-1CCC,33.933,,146.442,,119.366,,36.66666666666666,
RFG2477-1CCC,40.075900000000004,6.380218307828938,140.153,18.562340674961586,91.1764,17.4528705642749,36.83833333333333,1.4361094992468932
RFG2478-1ccc,42.137,,133.905,,91.469,,35.85,
RFG2489-1CCC,41.904,7.635748110041346,152.8885,7.411470319713885,94.71916666666668,13.537865495219942,41.166666666666664,14.860267681154186
RFG2502-1X,45.0632,4.402096284726176,146.0352,19.46531347551331,97.1576,7.828598520808176,37.459999999999994,1.2889810790784382
RFG2516-1CCC,44.12733333333333,5.902375228103797,161.03666666666666,8.161286193568598,106.36399999999999,6.194284704467504,46.73888888888889,20.423552126931334
RFG2551-1XXX,59.98766666666666,8.549386079323668,135.31233333333333,20.361968601619377,101.401,8.630813576946267,37.48888888888889,2.4099523585271103
RFG2562-1AXXX,40.75671428571429,5.5878224653940025,140.66400000000002,9.309251957058637,94.88142857142857,8.253985801965475,35.345238095238095,1.1451069125936826
Reformate,117.943,,156.374,,159.839,,36.13333333333333,
TOLUENE   CAL 1,97.93653846153846,0.3376002605115063,98.19407692307692,0.2743247654206193,109.25269230769231,0.2725005763343711,33.91538461538461,4.292189620449186
TOLUENE DD850,109.09133333333334,16.604239107328393,109.54266666666668,17.325129215487348,120.27766666666666,16.762210365382412,29.45,2.690931272089851
TOLUENE QC,88.61070588235295,21.38193946349555,111.52694117647059,31.937781122971327,108.10199999999999,3.7232232171869555,35.36078431372549,4.348027734472097
TRANS,49.672875,8.61878097839662,273.04200000000003,58.28578885849572,172.5275,30.7119296086344,34.16458333333333,1.4445144595363277
TRANS 53.9,48.115142857142864,10.121724892997431,276.40214285714285,48.43230402127822,164.48385714285715,37.20299815619064,38.476190476190474,2.1127885983637036
TRANS HEAVY,48.522999999999996,2.310824960917635,307.879,5.515432893255059,181.46749999999997,17.05470845543835,29.03333333333333,0.0
TRANSMIX?,45.674,0.0,301.47,0.0,163.933,0.005196152422698624,34.11666666666667,0.0
Toluene for QC,98.82516666666668,3.7741291666643653,103.73383333333334,14.830436600675876,111.82366666666667,7.590634431104338,38.73888888888889,1.3962515957084969
Transmix,57.0175,18.5863017434884,292.656,26.21951944639721,200.1925,5.062177446514488,34.391666666666666,2.604509977370445
WEEK QCB,40.97966666666667,0.7615250050611179,152.80966666666666,0.8943155669747341,100.666,0.4884383277344173,36.92777777777778,0.9430054396763885
WEEK QCBBBBB,41.969,,152.743,,102.235,,35.86666666666667,
WQC,40.985,0.0,150.766,0.0,100.9445,0.0063639610306841935,36.53333333333333,0.0
WQC-#11 34919x,42.862,,148.698,,99.643,,36.48333333333333,
camin gas qc opti,43.299,2.8232428163372707,149.65066666666667,0.48901567800360146,105.46433333333333,2.553620240625716,37.63333333333333,0.4330127018922193
crude,61.859,0.0,350.9,0.0,239.84100000000004,0.0,33.733333333333334,0.0
crude opt,58.75600000000001,0.0,354.219,0.0,244.037,0.0,34.65,0.0
dqc,39.8725,0.08273149339882166,152.311,1.7833233021524666,98.706,0.21071782079359247,35.891666666666666,0.20034692133618712
dqc run,41.25333333333334,1.1572962743682635,151.0426666666667,1.8400033333303147,100.27883333333334,2.294778108372716,36.93611111111111,1.2656318872697814
gas qc,42.272,0.0,153.56,0.0,102.704,0.0,33.983333333333334,0.0
gas qc1,41.20941666666666,1.3593122230366959,149.4785,1.739951749592246,97.73183333333333,1.5167711419227663,35.66111111111111,0.9969735347321049
mtbe 1-9,42.839,0.0,44.699,0.0,54.949,0.0,36.7,0.0
naptha,27.617,,79.594,,47.211,,29.08333333333333,
natural gas 210,25.932000000000002,3.1395541084682708,57.6115,34.684294723981345,42.63,8.498009296299928,35.11666666666667,0.9899494936611706
transmix 53.9,48.847,5.63839040270655,284.93014285714287,20.86041811204953,184.3235714285714,28.648797559741446,37.07619047619047,1.3436013360608672
