instrument_type,short_id,downtime_start_week,downtime_end_week,error_week,test_count,error_count,critical_error_count,error_rate,critical_error_rate,error_code,error_message,error_category,is_critical
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-15,52.0,45.0,18.0,0.8653846153846154,0.3461538461538461,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,29.0,door,Door Opened,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,29.0,door,Door Opened,False
OptiDist,OD04,2024-07-29,2024-07-29,2024-07-22,41.0,26.0,15.0,0.6341463414634146,0.3658536585365853,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,41.0,condenser temperatur,Cooling System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,34.0,receiver seems not t,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,41.0,condenser temperatur,Cooling System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,34.0,receiver seems not t,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,41.0,condenser temperatur,Cooling System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,34.0,receiver seems not t,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,34.0,receiver seems not t,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-16,54.0,105.0,53.0,1.9444444444444444,0.9814814814814816,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
