instrument_type,short_id,downtime_start_week,downtime_end_week,error_week,test_count,error_count,critical_error_count,error_rate,critical_error_rate,error_code,error_message,error_category,is_critical
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-07,2024-10-07,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,0.0,fire,Safety Hazard,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,10.0,low cooling liquid l,Cooling System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,21.0,drops per volume,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,29.0,door,Door Opened,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,30.0,distillation rate,Calibration Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,77.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-09-23,58.0,77.0,35.0,1.3275862068965518,0.603448275862069,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-10-14,53.0,3.0,1.0,0.0566037735849056,0.0188679245283018,11.0,vapor temperature,Process Issue,True
OptiDist,OD04,2024-10-21,2025-02-10,2024-10-14,53.0,3.0,1.0,0.0566037735849056,0.0188679245283018,76.0,no error message,Unknown Issue,False
OptiDist,OD04,2024-10-21,2025-02-10,2024-10-14,53.0,3.0,1.0,0.0566037735849056,0.0188679245283018,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,34.0,receiver seems not t,Process Issue,True
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,29.0,door,Door Opened,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,29.0,door,Door Opened,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,34.0,receiver seems not t,Process Issue,True
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,29.0,door,Door Opened,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,34.0,receiver seems not t,Process Issue,True
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,29.0,door,Door Opened,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,29.0,door,Door Opened,False
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-02-05,2024-02-05,2024-01-22,44.0,45.0,15.0,1.0227272727272727,0.3409090909090909,26.0,initial boiling poin,Calibration Issue,True
